id,numyrs,year,choice,educ,expwc,expbc,expser,manuf,black,enroll,employ,attrit,exper,expersq,status
46,9,83,5,9,0,0,0,0,1,0,1,0,0,0,3
46,9,84,2,9,0,0,1,0,1,0,0,0,1,1,2
46,9,85,2,9,0,0,1,0,1,0,0,0,1,1,2
46,9,86,2,9,0,0,1,0,1,0,0,0,1,1,2
46,9,87,2,9,0,0,1,0,1,0,0,0,1,1,2
47,10,81,2,12,0,0,0,0,1,0,0,0,0,0,2
47,10,82,2,12,0,0,0,0,1,0,0,0,0,0,2
47,10,83,4,12,0,0,0,0,1,0,1,0,0,0,3
47,10,84,4,12,0,1,0,0,1,0,1,0,1,1,3
47,10,85,2,12,0,2,0,0,1,0,0,0,2,4,2
47,10,86,4,12,0,2,0,0,1,0,1,0,2,4,3
47,10,87,2,12,0,3,0,0,1,0,0,0,3,9,2
48,10,81,2,11,0,0,0,0,1,0,0,0,0,0,2
48,10,82,5,11,0,0,0,0,1,0,1,0,0,0,3
48,10,83,4,11,0,0,1,0,1,0,1,0,1,1,3
48,10,84,4,11,0,1,1,0,1,0,1,0,2,4,3
48,10,85,5,11,0,2,1,0,1,0,1,0,3,9,3
48,10,86,2,11,0,2,2,0,1,0,0,0,4,16,2
48,10,87,4,11,0,2,2,0,1,0,1,0,4,16,3
49,8,81,1,11,0,0,0,0,1,1,0,0,0,0,1
49,8,82,3,12,0,0,0,0,1,0,1,0,0,0,3
49,8,83,1,12,1,0,0,0,1,1,0,0,1,1,1
49,8,84,4,13,1,0,0,0,1,0,1,0,1,1,3
49,8,85,4,13,1,1,0,0,1,0,1,0,2,4,3
49,8,86,3,13,1,2,0,0,1,0,1,0,3,9,3
49,8,87,3,13,2,2,0,0,1,0,1,0,4,16,3
51,9,81,1,11,0,0,0,0,1,1,0,0,0,0,1
51,9,82,5,12,0,0,0,0,1,0,1,0,0,0,3
51,9,83,5,12,0,0,1,0,1,0,1,0,1,1,3
51,9,84,3,12,0,0,2,0,1,0,1,0,2,4,3
51,9,85,3,12,1,0,2,0,1,0,1,0,3,9,3
51,9,86,4,12,2,0,2,1,1,0,1,0,4,16,3
51,9,87,4,12,2,1,2,0,1,0,1,0,5,25,3
52,10,81,1,12,0,0,0,0,1,1,0,0,0,0,1
52,10,82,1,13,0,0,0,0,1,1,0,0,0,0,1
52,10,83,4,14,0,0,0,0,1,0,1,0,0,0,3
52,10,84,4,14,0,1,0,0,1,0,1,0,1,1,3
52,10,85,4,14,0,2,0,0,1,0,1,0,2,4,3
52,10,86,4,14,0,3,0,0,1,0,1,0,3,9,3
52,10,87,4,14,0,4,0,0,1,0,1,0,4,16,3
53,9,81,2,12,0,0,0,0,1,0,0,0,0,0,2
53,9,82,4,12,0,0,0,0,1,0,1,0,0,0,3
53,9,83,2,12,0,1,0,0,1,0,0,0,1,1,2
53,9,84,4,12,0,1,0,0,1,0,1,0,1,1,3
53,9,85,2,12,0,2,0,0,1,0,0,0,2,4,2
53,9,86,2,12,0,2,0,0,1,0,0,0,2,4,2
53,9,87,4,12,0,2,0,0,1,0,1,0,2,4,3
54,10,81,1,11,0,0,0,0,1,1,0,0,0,0,1
54,10,82,2,12,0,0,0,0,1,0,0,0,0,0,2
54,10,83,2,12,0,0,0,0,1,0,0,0,0,0,2
54,10,84,1,12,0,0,0,0,1,1,0,0,0,0,1
54,10,85,5,13,0,0,0,0,1,0,1,0,0,0,3
54,10,86,5,13,0,0,1,0,1,0,1,0,1,1,3
54,10,87,5,13,0,0,2,0,1,0,1,0,2,4,3
56,9,81,5,12,0,0,0,0,1,0,1,0,0,0,3
56,9,82,5,12,0,0,1,0,1,0,1,0,1,1,3
56,9,83,4,12,0,0,2,0,1,0,1,0,2,4,3
56,9,84,4,12,0,1,2,0,1,0,1,0,3,9,3
56,9,85,3,12,0,2,2,0,1,0,1,0,4,16,3
56,9,86,4,12,1,2,2,0,1,0,1,0,5,25,3
56,9,87,4,12,1,3,2,0,1,0,1,0,6,36,3
57,9,81,2,11,0,0,0,0,1,0,0,0,0,0,2
57,9,82,2,11,0,0,0,0,1,0,0,0,0,0,2
57,9,83,2,11,0,0,0,0,1,0,0,0,0,0,2
57,9,84,2,11,0,0,0,0,1,0,0,0,0,0,2
57,9,85,2,11,0,0,0,0,1,0,0,0,0,0,2
57,9,86,4,11,0,0,0,0,1,0,1,0,0,0,3
57,9,87,5,11,0,1,0,0,1,0,1,0,1,1,3
58,8,81,1,11,0,0,0,0,1,1,0,0,0,0,1
58,8,82,1,12,0,0,0,0,1,1,0,0,0,0,1
58,8,83,3,13,0,0,0,0,1,0,1,0,0,0,3
58,8,84,1,13,1,0,0,0,1,1,0,0,1,1,1
58,8,85,1,14,1,0,0,0,1,1,0,0,1,1,1
58,8,86,3,15,1,0,0,0,1,0,1,0,1,1,3
58,8,87,2,15,2,0,0,0,1,0,0,0,2,4,2
59,10,81,5,10,0,0,1,0,1,0,1,0,1,1,3
59,10,82,5,10,0,0,2,0,1,0,1,0,2,4,3
59,10,83,5,10,0,0,3,0,1,0,1,0,3,9,3
59,10,84,4,10,0,0,4,1,1,0,1,0,4,16,3
59,10,85,4,10,0,1,4,1,1,0,1,0,5,25,3
59,10,86,4,10,0,2,4,0,1,0,1,0,6,36,3
59,10,87,4,10,0,3,4,1,1,0,1,0,7,49,3
62,11,81,2,11,0,1,0,0,1,0,0,0,1,1,2
62,11,82,2,11,0,1,0,0,1,0,0,0,1,1,2
62,11,83,2,11,0,1,0,0,1,0,0,0,1,1,2
62,11,84,2,11,0,1,0,0,1,0,0,0,1,1,2
62,11,85,2,11,0,1,0,0,1,0,0,0,1,1,2
62,11,86,4,11,0,1,0,0,1,0,1,0,1,1,3
62,11,87,2,11,0,2,0,0,1,0,0,0,2,4,2
64,11,81,1,14,0,0,0,0,1,1,0,0,0,0,1
64,11,82,1,15,0,0,0,0,1,1,0,0,0,0,1
64,11,83,2,16,0,0,0,0,1,0,0,0,0,0,2
64,11,84,2,16,0,0,0,0,1,0,0,0,0,0,2
64,11,85,5,16,0,0,0,0,1,0,1,0,0,0,3
64,11,86,5,16,0,0,1,0,1,0,1,0,1,1,3
64,11,87,5,16,0,0,2,0,1,0,1,0,2,4,3
65,9,81,1,12,0,0,0,0,1,1,0,0,0,0,1
65,9,82,1,13,0,0,0,0,1,1,0,0,0,0,1
65,9,83,1,14,0,0,0,0,1,1,0,0,0,0,1
65,9,84,1,15,0,0,0,0,1,1,0,0,0,0,1
65,9,85,1,16,0,0,0,0,1,1,0,0,0,0,1
65,9,86,3,17,0,0,0,1,1,0,1,0,0,0,3
65,9,87,3,17,1,0,0,1,1,0,1,0,1,1,3
67,8,81,1,11,0,0,0,0,1,1,0,0,0,0,1
67,8,82,5,12,0,0,0,0,1,0,1,0,0,0,3
67,8,83,4,12,0,0,1,1,1,0,1,0,1,1,3
67,8,84,4,12,0,1,1,1,1,0,1,0,2,4,3
67,8,85,3,12,0,2,1,1,1,0,1,0,3,9,3
67,8,86,3,12,1,2,1,1,1,0,1,0,4,16,3
67,8,87,3,12,2,2,1,0,1,0,1,0,5,25,3
68,11,81,2,10,0,0,0,0,1,0,0,0,0,0,2
68,11,82,2,10,0,0,0,0,1,0,0,0,0,0,2
68,11,83,2,10,0,0,0,0,1,0,0,0,0,0,2
68,11,84,2,10,0,0,0,0,1,0,0,0,0,0,2
68,11,85,2,10,0,0,0,0,1,0,0,0,0,0,2
68,11,86,2,10,0,0,0,0,1,0,0,0,0,0,2
68,11,87,2,10,0,0,0,0,1,0,0,0,0,0,2
69,5,81,1,13,0,0,0,0,1,1,0,1,0,0,1
70,9,81,1,11,0,0,0,0,1,1,0,0,0,0,1
70,9,82,1,12,0,0,0,0,1,1,0,0,0,0,1
70,9,83,3,13,0,0,0,0,1,0,1,0,0,0,3
70,9,84,4,13,1,0,0,0,1,0,1,0,1,1,3
70,9,85,4,13,1,1,0,0,1,0,1,0,2,4,3
70,9,86,4,13,1,2,0,0,1,0,1,0,3,9,3
70,9,87,4,13,1,3,0,0,1,0,1,0,4,16,3
71,10,81,2,11,0,0,0,0,1,0,0,0,0,0,2
71,10,82,2,11,0,0,0,0,1,0,0,0,0,0,2
71,10,83,4,11,0,0,0,0,1,0,1,0,0,0,3
71,10,84,4,11,0,1,0,0,1,0,1,0,1,1,3
71,10,85,4,11,0,2,0,0,1,0,1,0,2,4,3
71,10,86,4,11,0,3,0,0,1,0,1,0,3,9,3
71,10,87,4,11,0,4,0,1,1,0,1,0,4,16,3
72,11,81,5,13,0,0,0,0,1,0,1,0,0,0,3
72,11,82,5,13,0,0,1,0,1,0,1,0,1,1,3
72,11,83,5,13,0,0,2,0,1,0,1,0,2,4,3
72,11,84,5,13,0,0,3,0,1,0,1,0,3,9,3
72,11,85,5,13,0,0,4,0,1,0,1,0,4,16,3
72,11,86,2,13,0,0,5,0,1,0,0,0,5,25,2
72,11,87,5,13,0,0,5,0,1,0,1,0,5,25,3
73,10,81,2,11,0,0,0,0,1,0,0,0,0,0,2
73,10,82,2,11,0,0,0,0,1,0,0,0,0,0,2
73,10,83,2,11,0,0,0,0,1,0,0,0,0,0,2
73,10,84,2,11,0,0,0,0,1,0,0,0,0,0,2
73,10,85,2,11,0,0,0,0,1,0,0,0,0,0,2
73,10,86,2,11,0,0,0,0,1,0,0,0,0,0,2
73,10,87,2,11,0,0,0,0,1,0,0,0,0,0,2
76,11,81,2,14,0,0,0,0,1,0,0,0,0,0,2
76,11,82,2,14,0,0,0,0,1,0,0,0,0,0,2
76,11,83,1,14,0,0,0,0,1,1,0,0,0,0,1
76,11,84,2,15,0,0,0,0,1,0,0,0,0,0,2
76,11,85,1,15,0,0,0,0,1,1,0,0,0,0,1
76,11,86,4,16,0,0,0,0,1,0,1,0,0,0,3
76,11,87,3,16,0,1,0,0,1,0,1,0,1,1,3
77,8,81,1,10,0,0,0,0,1,1,0,0,0,0,1
77,8,82,2,11,0,0,0,0,1,0,0,0,0,0,2
77,8,83,4,11,0,0,0,0,1,0,1,0,0,0,3
77,8,84,5,11,0,1,0,0,1,0,1,0,1,1,3
77,8,85,5,11,0,1,1,0,1,0,1,0,2,4,3
77,8,86,4,11,0,1,2,0,1,0,1,0,3,9,3
77,8,87,4,11,0,2,2,0,1,0,1,0,4,16,3
78,10,81,2,12,0,1,0,0,1,0,0,0,1,1,2
78,10,82,2,12,0,1,0,0,1,0,0,0,1,1,2
78,10,83,4,12,0,1,0,0,1,0,1,0,1,1,3
78,10,84,2,12,0,2,0,0,1,0,0,0,2,4,2
78,10,85,4,12,0,2,0,1,1,0,1,0,2,4,3
78,10,86,4,12,0,3,0,0,1,0,1,0,3,9,3
78,10,87,4,12,0,4,0,0,1,0,1,0,4,16,3
79,9,81,1,12,0,0,0,0,1,1,0,0,0,0,1
79,9,82,5,13,0,0,0,0,1,0,1,0,0,0,3
79,9,83,4,13,0,0,1,0,1,0,1,0,1,1,3
